ch_id,ch_name,pmt_name,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
211,adc_b2_ch11,bt_p27,1.4558076962335254,0.5710108318168553,29.022971784875345,25,0.0190781224673853,0.020335789210440342,1850
212,adc_b2_ch12,bt_p28,1.3951913403369063,0.7679614294126272,21.92974021740252,25,0.029394786050929014,0.035669297621067506,2050
213,adc_b2_ch13,bt_p29,1.7761552987083717,0.6489940108674912,41.56625170779914,25,0.02220450665062599,0.027512056983254887,2000
214,adc_b2_ch14,bt_p30,1.3894325031013142,0.5293620508855796,19.959381620708594,25,0.022752471633386586,0.02137627159526137,2025
300,adc_b3_ch0,b1_p1,1.394365344446675,0.6549239596223249,25.689255862898246,25,0.03120519636673068,0.0332003224846991,2075
301,adc_b3_ch1,b1_p2,0.9190605111337051,0.5643161982888409,24.523755773929786,25,0.05641477357829663,0.03148569812857068,2225
302,adc_b3_ch2,b1_p3,1.2552153734787288,0.5150734037414093,36.76274883968874,25,0.03872012426319712,0.031002743979164152,2075
303,adc_b3_ch3,b1_p4,1.4831820611892186,0.627701364980619,36.70527822849721,25,0.038548820979271786,0.04407254862031501,1950
304,adc_b3_ch4,b2_p1,1.3030388180775478,0.4905489538982646,40.50321850819079,25,0.018136185408951306,0.014321384536131486,2225
305,adc_b3_ch5,b2_p2,1.3750678358841812,0.6007409224893171,35.14419195305676,25,0.025387105765836287,0.025457374151279393,2225
306,adc_b3_ch6,b2_p3,1.5196296267415583,0.5647015385127221,23.407485913429394,25,0.017387163544552702,0.019210035159011967,1950
307,adc_b3_ch7,b2_p4,1.2649836031667117,0.45308347235863655,24.24856077666455,25,0.017324916594939153,0.014311636855105423,1850
308,adc_b3_ch8,b3_p1,1.5702977845146322,0.5185198432811516,28.05378653479421,25,0.017658301296516396,0.018215619167684844,1975
309,adc_b3_ch9,b3_p2,1.3777969961653478,0.5548061544605687,19.922085096373,25,0.01661273076523924,0.015910359758659932,1900
310,adc_b3_ch10,b3_p3,1.3049740754139603,0.6097724264003387,20.9083187866024,25,0.019115234744564166,0.017635674078444356,2075
311,adc_b3_ch11,b3_p4,1.511031113488639,0.6386108261679503,23.91735724380803,25,0.0175768027867288,0.02183926494979524,2000
312,adc_b3_ch12,b4_p1,1.3031099771059746,0.47000598681584793,23.42084518807945,25,0.0168340855683222,0.013877891419032787,2100
313,adc_b3_ch13,b4_p2,1.404613273463839,0.8480170659489279,16.408067921048602,25,0.05180925693132482,0.06996625222757065,1950
314,adc_b3_ch14,b4_p3,1.6594653950673532,0.6126769339856037,22.045783899001787,25,0.015393333375814049,0.01939399828456101,2025
315,adc_b3_ch15,b4_p4,1.1379045739799387,0.5020607975793294,26.24429487230106,25,0.023368104793292526,0.01659123898659266,2250
